loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,1,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,title,zip_code,addr_state,dti,open_acc,revol_bal,revol_util,total_acc,application_type,tot_cur_bal,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit
20000,20000, 36 months,10.49%,649.96,B,B2,Account Clerk II,10+ years,MORTGAGE,99000,Source Verified,Issued,home_improvement,Home improvement,490xx,MI,33.12,13,14195,53%,32,INDIVIDUAL,406661,4,31282,0,452521,153831,13800,170171
24175,24175, 36 months,13.49%,820.27,C,C2,ACCOUNT CLERK III,9 years,RENT,53100,Verified,Issued,credit_card,Credit card refinancing,980xx,WA,15.95,7,16002,60.20%,16,INDIVIDUAL,18851,1,2693,0,34600,18851,26600,8000
3000,3000, 36 months,24.74%,118.87,E,E3,Account Collections Clerk ,10+ years,RENT,85000,Verified,Issued,debt_consolidation,Debt consolidation,945xx,CA,22.04,16,14382,51.50%,29,INDIVIDUAL,28412,14,1776,0,73613,28412,16500,44013
12500,12500, 36 months,11.44%,411.85,B,B4,Account Consultant,4 years,MORTGAGE,54000,Not Verified,Issued,debt_consolidation,Debt consolidation,334xx,FL,15.51,22,12342,64.30%,32,INDIVIDUAL,213017,3,9683,0,223106,53695,13100,43859
20000,20000, 60 months,23.99%,575.25,E,E2,Account Consultant,2 years,OWN,44000,Not Verified,Issued,home_improvement,Home improvement,930xx,CA,11.54,15,14239,19.50%,35,INDIVIDUAL,14239,9,1187,0,73200,14239,69200,0
17450,17450, 60 months,14.99%,415.05,C,C4,Account Consultant,10+ years,MORTGAGE,60000,Not Verified,Issued,debt_consolidation,Debt consolidation,917xx,CA,27.38,13,21271,34.80%,39,INDIVIDUAL,43689,9,3641,0,92191,43689,49800,30991
15000,15000, 36 months,11.39%,493.86,B,B3,Account consultant,10+ years,OWN,105000,Not Verified,Issued,debt_consolidation,Debt consolidation,064xx,CT,21.5,16,22807,57.60%,24,INDIVIDUAL,327599,9,20475,0,360253,118865,35400,111133
14000,14000, 60 months,12.74%,316.69,C,C1,Account Consultant,3 years,RENT,89300,Source Verified,Issued,medical,Medical expenses,925xx,CA,15.78,7,6961,51.20%,25,INDIVIDUAL,127730,4,21288,0,141597,127730,13600,127997
40000,40000, 60 months,11.44%,878.5,B,B4,Account Consultant ,10+ years,OWN,200000,Source Verified,Issued,debt_consolidation,Debt consolidation,130xx,NY,5.01,9,204942,11.70%,27,INDIVIDUAL,205391,5,22821,0,403037,205391,115000,1437
12000,12000, 36 months,7.49%,373.22,A,A4,Account coord,10+ years,MORTGAGE,115000,Not Verified,Issued,debt_consolidation,Debt consolidation,970xx,OR,27.95,17,4633,7.80%,34,INDIVIDUAL,375298,5,22076,0,459497,188649,58200,198422
15000,15000, 36 months,8.24%,471.71,B,B1,Account Coordinator,10+ years,MORTGAGE,144000,Not Verified,Issued,debt_consolidation,Debt consolidation,346xx,FL,8.28,16,24968,57.10%,38,INDIVIDUAL,253384,6,15837,0,278648,31534,28000,10000
10000,10000, 36 months,14.99%,346.61,C,C4,Account Coordinator,4 years,OWN,45000,Source Verified,Issued,credit_card,Credit card refinancing,138xx,NY,15.47,6,4111,24.90%,11,INDIVIDUAL,18640,8,3107,0,33559,18640,14800,17059
14400,14400, 60 months,26.24%,433.2,E,E5,Account coordinator ,10+ years,MORTGAGE,161900,Source Verified,Issued,debt_consolidation,Debt consolidation,106xx,NY,14.35,11,24299,94.20%,25,INDIVIDUAL,735182,6,66835,0,786861,80379,24200,68030
40000,40000, 36 months,7.49%,1244.07,A,A4,Account Coordinator ,10+ years,MORTGAGE,139000,Verified,Issued,credit_card,Credit card refinancing,919xx,CA,13.15,9,44827,54.70%,18,INDIVIDUAL,358946,4,44868,0,410000,52805,42000,18000
10000,10000, 36 months,10.49%,324.98,B,B2,Account Developer,10+ years,MORTGAGE,66000,Not Verified,Issued,debt_consolidation,Debt consolidation,370xx,TN,31.38,16,18697,51.90%,46,INDIVIDUAL,136084,7,9072,0,202453,46538,22500,74700
17725,17725, 36 months,17.99%,640.72,D,D2,Account Development Manager,10+ years,MORTGAGE,70000,Source Verified,Issued,debt_consolidation,Debt consolidation,119xx,NY,27.4,10,25554,69.30%,22,INDIVIDUAL,270840,2,27084,0,316900,47411,34600,30000
12000,12000, 60 months,18.99%,311.23,D,D3,account directo,10+ years,MORTGAGE,55000,Not Verified,Issued,credit_card,Credit card refinancing,330xx,FL,26.99,12,48469,76.80%,20,INDIVIDUAL,211209,1,17601,0,247400,48469,58800,0
40000,40000, 60 months,13.99%,930.53,C,C3,Account Director,9 years,RENT,160000,Source Verified,Issued,debt_consolidation,Debt consolidation,109xx,NY,10.79,8,21075,68.90%,17,INDIVIDUAL,53018,3,6627,0,82793,53018,23800,52193
13075,13075, 36 months,7.99%,409.67,A,A5,Account Director,10+ years,MORTGAGE,62387.97,Not Verified,Issued,debt_consolidation,Debt consolidation,402xx,KY,27.93,17,7804,18.10%,32,INDIVIDUAL,194690,9,12979,0,271449,55373,9500,70869
21000,21000, 60 months,13.99%,488.53,C,C3,Account Director,7 years,MORTGAGE,95000,Source Verified,Issued,debt_consolidation,Debt consolidation,016xx,MA,14.29,12,20775,87.70%,21,INDIVIDUAL,214375,4,17865,0,246511,44565,9000,36253
8000,8000, 36 months,17.99%,289.18,D,D2,Account Director,6 years,RENT,40000,Source Verified,Issued,debt_consolidation,Debt consolidation,104xx,NY,22.98,15,8730,84.80%,25,INDIVIDUAL,38382,6,2559,0,50017,38382,10300,39717
5000,5000, 36 months,6.99%,154.37,A,A2,Account Director,10+ years,OWN,100000,Source Verified,Issued,home_improvement,Home improvement,083xx,NJ,17.74,18,2665,3.90%,46,INDIVIDUAL,194762,6,10820,0,298404,31680,51900,51404
10000,10000, 60 months,13.99%,232.64,C,C3,Account Director,n/a,OWN,22000,Not Verified,Issued,credit_card,Credit card refinancing,953xx,CA,27.99,10,6263,36.80%,19,JOINT,19756,6,2195,0,33107,19756,9900,16107
3500,3500, 36 months,14.99%,121.32,C,C4,Account Director,< 1 year,RENT,27156,Verified,Issued,debt_consolidation,Debt consolidation,440xx,OH,29.03,9,6542,55%,20,INDIVIDUAL,86867,1,9652,0,121882,20195,6300,27982
16000,16000, 36 months,7.49%,497.63,A,A4,Account Director,10+ years,MORTGAGE,48452,Not Verified,Issued,debt_consolidation,Debt consolidation,142xx,NY,29.9,10,8578,70.90%,29,JOINT,221800,3,22180,0,284691,28712,3500,48191
15600,15600, 36 months,10.49%,506.97,B,B2,Account Director,5 years,MORTGAGE,101000,Source Verified,Issued,home_improvement,Home improvement,212xx,MD,22.85,17,19229,37.10%,44,INDIVIDUAL,157037,5,9815,0,186293,157037,43800,134493
8000,8000, 36 months,22.74%,308.6,E,E1,Account Director,< 1 year,RENT,32000,Verified,Issued,debt_consolidation,Debt consolidation,086xx,NJ,23.11,7,6039,65.60%,8,INDIVIDUAL,38445,7,5492,0,46540,38445,9200,33140
1600,1600, 36 months,12.74%,53.72,C,C1,Account Director,1 year,RENT,60000,Source Verified,Current,debt_consolidation,Debt consolidation,770xx,TX,12.62,8,2054,18.50%,14,INDIVIDUAL,27231,8,3404,0,36949,27231,7500,25849
5000,5000, 36 months,11.49%,164.86,B,B5,Account Director,n/a,RENT,25000,Source Verified,Issued,moving,Moving and relocation,333xx,FL,24.63,10,8064,68.90%,15,INDIVIDUAL,12321,1,1540,0,18235,12321,10700,6535
8400,8400, 36 months,13.49%,285.02,C,C2,Account Director,10+ years,OWN,70000,Not Verified,Issued,debt_consolidation,Debt consolidation,313xx,GA,10.25,13,4120,5.20%,37,INDIVIDUAL,70227,4,5402,0,189814,25114,44300,30614
10000,10000, 60 months,18.99%,259.36,D,D3,Account Director,4 years,RENT,88000,Source Verified,Issued,debt_consolidation,Debt consolidation,950xx,CA,24.03,10,17330,82.10%,20,JOINT,77323,2,7732,0,109722,77323,18300,88622
5000,5000, 36 months,8.24%,157.24,B,B1,Account Director,10+ years,MORTGAGE,80000,Source Verified,Issued,debt_consolidation,Debt consolidation,488xx,MI,13.64,4,14460,82.20%,19,INDIVIDUAL,23653,0,7884,0,38208,23653,17600,20608
16000,16000, 60 months,29.99%,517.56,F,F3,Account Director,10+ years,RENT,41600,Verified,Issued,debt_consolidation,Debt consolidation,307xx,GA,41.4,17,23127,73.20%,29,JOINT,55772,11,3281,0,67187,55772,15400,35587
9700,9700, 36 months,12.74%,325.62,C,C1,Account Director ,10+ years,MORTGAGE,100000,Not Verified,Issued,debt_consolidation,Debt consolidation,587xx,ND,27.37,8,3562,48.80%,12,INDIVIDUAL,89525,3,11191,0,136091,89525,7300,128791
6900,6900, 36 months,7.24%,213.81,A,A3,Account Examiner,10+ years,MORTGAGE,150000,Not Verified,Issued,car,Car financing,480xx,MI,16,18,29159,38.90%,38,INDIVIDUAL,534708,7,29706,0,644528,83422,35800,65901
8000,8000, 36 months,14.99%,277.29,C,C4,Account Excecutive,4 years,MORTGAGE,73500,Source Verified,Issued,home_improvement,Home improvement,933xx,CA,29.21,14,22611,47.30%,35,INDIVIDUAL,364000,8,26000,0,431536,118937,31300,133355
4000,4000, 36 months,12.74%,134.28,C,C1,account exec,7 years,MORTGAGE,65000,Source Verified,Issued,medical,Medical expenses,994xx,WA,14.97,12,26680,71%,22,INDIVIDUAL,113089,3,9424,0,133200,26680,19200,0
15000,15000, 60 months,13.99%,348.95,C,C3,Account Execuitive ,3 years,RENT,48000,Source Verified,Issued,debt_consolidation,Debt consolidation,234xx,VA,28.78,13,16925,60%,31,INDIVIDUAL,62830,3,4833,0,80432,62830,20100,52232
10000,10000, 60 months,19.99%,264.89,D,D4,Account Executive,10+ years,RENT,35000,Verified,Issued,debt_consolidation,Debt consolidation,358xx,AL,29.9,11,11030,69%,26,INDIVIDUAL,28106,9,2555,0,43091,28707,11750,27041
20000,20000, 36 months,14.99%,693.21,C,C4,Account Executive,8 years,RENT,60000,Source Verified,Issued,debt_consolidation,Debt consolidation,934xx,CA,11.73,9,17370,46.80%,9,INDIVIDUAL,17370,3,1930,0,37100,17370,23000,0
6950,6950, 36 months,7.49%,216.16,A,A4,Account Executive,2 years,RENT,40000,Source Verified,Issued,credit_card,Credit card refinancing,451xx,OH,20.16,8,4405,20.10%,10,INDIVIDUAL,26095,4,3262,0,45678,26095,15900,23778
14400,14400, 36 months,11.39%,474.11,B,B3,account executive,10+ years,RENT,90000,Source Verified,Issued,debt_consolidation,Debt consolidation,206xx,MD,17.07,13,10568,46.60%,24,INDIVIDUAL,41260,6,3174,0,69906,41260,10700,47206
40000,40000, 60 months,11.49%,879.51,B,B5,Account Executive,< 1 year,RENT,225000,Verified,Issued,credit_card,Credit card refinancing,333xx,FL,16.87,19,14500,23.20%,53,INDIVIDUAL,192554,11,10697,0,268687,192554,62500,204702
24000,24000, 60 months,14.99%,570.84,C,C4,Account Executive,8 years,MORTGAGE,78000,Source Verified,Issued,debt_consolidation,Debt consolidation,815xx,CO,22.62,14,30374,66.30%,33,INDIVIDUAL,147443,5,10532,0,186099,42600,35400,26299
14000,14000, 36 months,12.74%,469.97,C,C1,Account Executive,10+ years,MORTGAGE,100000,Not Verified,Issued,credit_card,Credit card refinancing,852xx,AZ,29.39,11,39472,78.20%,27,INDIVIDUAL,223858,3,24873,0,301500,98331,46200,71000
21000,21000, 36 months,10.49%,682.46,B,B2,Account Executive,3 years,RENT,115000,Not Verified,Issued,credit_card,Credit card refinancing,457xx,OH,12.21,7,34328,53.70%,10,INDIVIDUAL,43859,3,7310,0,127200,43859,26200,19000
4900,4900, 36 months,28.69%,204.52,F,F1,Account Executive,10+ years,MORTGAGE,63000,Source Verified,Issued,home_improvement,Home improvement,117xx,NY,2.57,6,3279,52%,11,INDIVIDUAL,335754,3,55959,0,352300,3279,2700,0
3500,3500, 36 months,5.32%,105.41,A,A1,Account Executive,10+ years,RENT,38000,Verified,Issued,medical,Medical expenses,950xx,CA,8.18,7,8772,40.60%,17,INDIVIDUAL,8772,2,1253,0,21600,8772,17500,0
11000,11000, 36 months,13.99%,375.91,C,C3,Account Executive,4 years,MORTGAGE,49515,Verified,Issued,debt_consolidation,Debt consolidation,953xx,CA,34.42,14,11511,82%,15,INDIVIDUAL,53731,5,3837,0,62431,53731,7500,48431
15000,15000, 36 months,7.24%,464.81,A,A3,Account Executive,10+ years,RENT,100000,Not Verified,Issued,major_purchase,Major purchase,117xx,NY,28.84,18,20221,39%,31,INDIVIDUAL,38407,4,2400,0,124053,38407,38100,72153
12000,12000, 36 months,11.49%,395.66,B,B5,Account executive,8 years,RENT,74125,Source Verified,Issued,small_business,Business,482xx,MI,12,9,10923,57.20%,17,INDIVIDUAL,17505,5,1945,0,31125,17505,15500,12025
25800,25800, 36 months,13.49%,875.41,C,C2,Account Executive,5 years,MORTGAGE,38732.92,Source Verified,Issued,credit_card,Credit card refinancing,103xx,NY,27.89,15,11547,28.90%,20,JOINT,379005,3,25267,0,435404,22327,21500,19404
6400,6400, 36 months,13.99%,218.71,C,C3,Account Executive,6 years,RENT,50000,Source Verified,Issued,debt_consolidation,Debt consolidation,026xx,MA,17.79,7,4146,39.10%,10,INDIVIDUAL,9260,4,1323,0,16700,9260,8100,6100
6500,6500, 36 months,13.49%,220.55,C,C2,Account Executive,5 years,MORTGAGE,68000,Not Verified,Issued,small_business,Business,207xx,MD,17.63,8,8560,52.20%,12,INDIVIDUAL,427286,1,53411,0,496889,61966,9400,63489
10000,10000, 60 months,13.99%,232.64,C,C3,Account Executive,2 years,OWN,62000,Not Verified,Issued,debt_consolidation,Debt consolidation,297xx,SC,27.78,11,8506,80.20%,25,INDIVIDUAL,33329,7,3030,0,43442,33329,6300,32842
10000,10000, 36 months,7.49%,311.02,A,A4,Account Executive,10+ years,MORTGAGE,99000,Source Verified,Issued,debt_consolidation,Debt consolidation,109xx,NY,21.73,16,22711,48.90%,33,INDIVIDUAL,164235,5,10265,0,212661,64760,32500,53761
6500,6500, 36 months,7.99%,203.66,A,A5,Account Executive,4 years,MORTGAGE,210000,Source Verified,Issued,major_purchase,Major purchase,956xx,CA,9.41,15,10604,14.10%,24,INDIVIDUAL,48217,7,4018,0,131843,48217,73800,56843
16000,16000, 60 months,14.99%,380.56,C,C4,Account Executive,< 1 year,RENT,47500,Not Verified,Issued,debt_consolidation,Debt consolidation,100xx,NY,32.87,12,7971,31%,15,INDIVIDUAL,82335,2,7485,0,96200,82335,23700,70500
7200,7200, 36 months,8.24%,226.42,B,B1,Account Executive,1 year,MORTGAGE,75000,Source Verified,Issued,other,Other,207xx,MD,5.22,7,4331,55.50%,19,INDIVIDUAL,332639,3,47520,0,346462,92545,5000,90461
30400,30400, 60 months,14.99%,723.06,C,C4,Account Executive,7 years,MORTGAGE,73000,Verified,Issued,credit_card,Credit card refinancing,851xx,AZ,18.81,12,28768,82.20%,20,JOINT,206028,5,17169,0,233611,50795,25000,37111
21000,21000, 60 months,16.99%,521.8,D,D1,Account Executive,10+ years,MORTGAGE,120000,Source Verified,Issued,credit_card,Credit card refinancing,535xx,WI,12.63,21,17951,21.70%,56,INDIVIDUAL,158323,13,7539,0,231003,158323,64900,148303
12000,12000, 36 months,19.99%,445.91,D,D4,Account Executive,2 years,RENT,65000,Verified,Issued,other,Other,029xx,RI,16.95,11,5889,56.60%,21,INDIVIDUAL,44932,8,4085,0,52424,44932,10400,41373
13500,13500, 60 months,18.99%,350.13,D,D3,Account Executive,8 years,RENT,42000,Verified,Issued,credit_card,Credit card refinancing,847xx,UT,26.03,6,20886,83.50%,11,INDIVIDUAL,33107,2,5518,0,50685,33107,22500,25685
7000,7000, 36 months,11.44%,230.64,B,B4,Account Executive,< 1 year,RENT,65000,Source Verified,Issued,other,Other,970xx,OR,10.21,5,4326,67.60%,13,INDIVIDUAL,5607,3,1121,0,28841,5607,5500,22441
3500,3500, 36 months,10.49%,113.75,B,B2,account Executive,10+ years,MORTGAGE,40000,Not Verified,Issued,major_purchase,Major purchase,386xx,MS,23.52,10,3712,9.80%,23,INDIVIDUAL,77984,2,7798,0,135821,28380,29600,31051
18125,18125, 36 months,13.49%,614.99,C,C2,Account Executive,< 1 year,MORTGAGE,185000,Source Verified,Issued,debt_consolidation,Debt consolidation,276xx,NC,0.63,4,2740,40.90%,11,INDIVIDUAL,2740,5,685,0,6700,2740,6700,0
6000,6000, 36 months,11.39%,197.55,B,B3,Account Executive,9 years,OWN,45000,Source Verified,Issued,debt_consolidation,Debt consolidation,283xx,NC,14.11,11,7283,38.70%,20,INDIVIDUAL,140421,3,12766,0,158483,13061,8600,8602
10000,10000, 60 months,18.99%,259.36,D,D3,Account Executive,10+ years,MORTGAGE,33000,Source Verified,Issued,debt_consolidation,Debt consolidation,287xx,NC,19.38,16,9692,27.20%,29,INDIVIDUAL,135950,11,9063,0,171349,19568,8500,13199
14400,14400, 36 months,6.99%,444.57,A,A2,Account Executive,10+ years,RENT,235000,Source Verified,Current,credit_card,Credit card refinancing,954xx,CA,11.82,19,31108,79%,45,INDIVIDUAL,1288510,6,67816,0,1335534,264260,34400,256334
5100,5100, 36 months,11.49%,168.16,B,B5,Account Executive,8 years,RENT,48000,Source Verified,Issued,credit_card,Credit card refinancing,925xx,CA,14.8,9,4684,52%,15,INDIVIDUAL,7348,3,816,0,12191,7348,4500,3191
8575,8575, 36 months,18.99%,314.29,D,D3,Account Executive,10+ years,MORTGAGE,56302,Source Verified,Issued,debt_consolidation,Debt consolidation,923xx,CA,27.14,17,23743,73.50%,29,INDIVIDUAL,416712,4,24512,0,454303,41898,23400,32503
12000,12000, 36 months,11.39%,395.09,B,B3,Account Executive,3 years,MORTGAGE,63000,Not Verified,Issued,credit_card,Credit card refinancing,032xx,NH,18.42,7,16838,86%,12,INDIVIDUAL,249717,5,35673,0,261543,42722,16500,31247
8000,8000, 36 months,7.49%,248.82,A,A4,Account Executive,8 years,RENT,40000,Source Verified,Issued,credit_card,Credit card refinancing,532xx,WI,15.81,11,5193,12.60%,21,INDIVIDUAL,13430,2,1221,0,58436,13430,31700,17236
24000,24000, 60 months,10.49%,515.74,B,B2,Account Executive,5 years,MORTGAGE,9300086,Not Verified,Issued,credit_card,Credit card refinancing,112xx,NY,0.33,23,85918,67.20%,40,INDIVIDUAL,614223,6,27919,0,723175,111547,31900,45000
17000,17000, 36 months,8.24%,534.61,B,B1,Account Executive,5 years,MORTGAGE,160000,Source Verified,Issued,debt_consolidation,Debt consolidation,840xx,UT,17.32,14,15610,75.80%,19,INDIVIDUAL,71660,4,5119,0,99384,71660,13600,78784
10000,10000, 36 months,7.49%,311.02,A,A4,Account Executive,2 years,MORTGAGE,180000,Not Verified,Issued,debt_consolidation,Debt consolidation,945xx,CA,8.75,11,115263,29.50%,16,INDIVIDUAL,130640,4,11876,0,326900,115263,25700,0
25000,25000, 60 months,11.39%,548.44,B,B3,Account Executive,1 year,RENT,134000,Not Verified,Issued,debt_consolidation,Debt consolidation,931xx,CA,21.38,6,15956,56%,30,INDIVIDUAL,97434,2,16239,0,146796,97434,24000,118296
9800,9800, 36 months,5.32%,295.13,A,A1,Account Executive,1 year,RENT,52000,Verified,Issued,credit_card,Credit card refinancing,432xx,OH,10.22,20,10053,22.20%,35,INDIVIDUAL,65789,4,3463,0,96543,65789,44200,51343
16000,16000, 36 months,7.24%,495.8,A,A3,Account Executive,< 1 year,RENT,133000,Not Verified,Issued,credit_card,Credit card refinancing,347xx,FL,8.39,8,19508,71%,16,INDIVIDUAL,25113,1,3587,0,48033,25113,23800,20533
6000,6000, 36 months,22.74%,231.45,E,E1,Account Executive,10+ years,MORTGAGE,85000,Source Verified,Issued,debt_consolidation,Debt consolidation,551xx,MN,10.36,7,756,12.20%,33,INDIVIDUAL,236088,6,33727,0,263085,43064,3800,57885
6000,6000, 36 months,13.99%,205.04,C,C3,Account Executive,10+ years,RENT,55000,Not Verified,Issued,debt_consolidation,Debt consolidation,906xx,CA,26.05,12,15147,36.30%,27,INDIVIDUAL,24174,5,2015,0,64912,24174,27400,23212
20000,20000, 60 months,12.74%,452.41,C,C1,Account Executive,2 years,MORTGAGE,155000,Not Verified,Issued,home_improvement,Home improvement,335xx,FL,27.71,22,68919,47.50%,37,INDIVIDUAL,338901,4,15405,0,459822,101168,105100,79822
20000,20000, 36 months,7.99%,626.64,A,A5,Account Executive,1 year,RENT,52000,Verified,Issued,credit_card,Credit card refinancing,331xx,FL,39.56,18,12367,18.10%,21,JOINT,59434,4,3302,0,129112,59434,58500,60812
22000,22000, 60 months,25.49%,652.07,E,E4,Account Executive,4 years,RENT,53000,Not Verified,Issued,credit_card,Credit card refinancing,112xx,NY,14.4,11,12903,88.40%,12,INDIVIDUAL,22033,2,2003,0,29135,22033,8600,14535
35000,35000, 60 months,15.99%,850.95,C,C5,Account Executive,6 years,OWN,70000,Source Verified,Issued,other,Other,157xx,PA,11.3,5,1858,7.60%,7,INDIVIDUAL,39313,2,7863,0,72328,39313,10000,47928
3000,3000, 36 months,11.49%,98.92,B,B5,Account Executive,n/a,RENT,25000,Source Verified,Fully Paid,credit_card,Credit card refinancing,560xx,MN,11.71,11,885,4.20%,31,INDIVIDUAL,6392,6,710,0,28911,6392,17200,7611
5000,5000, 36 months,7.49%,155.51,A,A4,Account Executive,1 year,MORTGAGE,45000,Not Verified,Issued,debt_consolidation,Debt consolidation,471xx,IN,25.63,11,13050,40.40%,30,INDIVIDUAL,110818,4,10074,0,143795,27918,21200,27495
14800,14800, 36 months,11.39%,487.28,B,B3,Account Executive,4 years,RENT,100000,Source Verified,Issued,debt_consolidation,Debt consolidation,750xx,TX,17.23,11,11600,64.10%,39,INDIVIDUAL,54091,4,4917,0,78947,54091,6400,60847
20000,20000, 36 months,14.99%,693.21,C,C4,Account Executive,3 years,RENT,57000,Source Verified,Issued,debt_consolidation,Debt consolidation,915xx,CA,34.59,19,38196,58.60%,24,JOINT,68208,1,3590,0,103001,68208,59700,37801
12000,12000, 36 months,11.39%,395.09,B,B3,Account Executive,1 year,RENT,55000,Not Verified,Issued,credit_card,Credit card refinancing,906xx,CA,26.79,14,12140,62.30%,21,INDIVIDUAL,51572,4,3684,0,74267,51572,19500,54767
12000,12000, 60 months,13.99%,279.16,C,C3,Account Executive,2 years,MORTGAGE,48000,Verified,Issued,home_improvement,Home improvement,925xx,CA,8.65,18,9302,23.30%,45,INDIVIDUAL,143863,9,8991,0,177875,14222,18800,7875
12000,12000, 60 months,15.99%,291.76,C,C5,Account Executive,4 years,MORTGAGE,75000,Source Verified,Issued,debt_consolidation,Debt consolidation,773xx,TX,10.4,6,2703,22.70%,11,INDIVIDUAL,20788,8,3465,0,34510,20788,11900,22610
2000,2000, 36 months,11.49%,65.95,B,B5,Account Executive,2 years,RENT,45000,Source Verified,Issued,debt_consolidation,Debt consolidation,330xx,FL,31.47,19,17520,75.20%,22,INDIVIDUAL,195374,6,10283,0,207607,102926,19300,90557
9500,9500, 36 months,15.99%,333.95,C,C5,Account Executive,10+ years,RENT,82000,Verified,Issued,other,Other,293xx,SC,21.69,15,38202,77.60%,23,INDIVIDUAL,51984,3,3466,0,74894,51984,30700,25694
12000,12000, 36 months,16.99%,427.78,D,D1,Account Executive,6 years,MORTGAGE,60000,Not Verified,Issued,debt_consolidation,Debt consolidation,083xx,NJ,31.42,21,22967,60%,41,INDIVIDUAL,41562,8,1979,0,77874,41562,16200,39574
5000,5000, 36 months,10.49%,162.49,B,B2,Account Executive,10+ years,MORTGAGE,80000,Verified,Issued,credit_card,Credit card refinancing,303xx,GA,9.66,14,9193,27%,22,INDIVIDUAL,16913,7,1208,0,46200,16913,31500,12200
4500,4500, 36 months,5.32%,135.52,A,A1,Account Executive,n/a,OWN,50000,Not Verified,Issued,credit_card,Credit card refinancing,243xx,VA,2.11,3,4625,44.50%,23,INDIVIDUAL,4625,3,1542,0,10400,4625,8800,0
